UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Population,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10
,,,,,,West Bengal,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10972478,11064671,11066286,11066286,11385336,11475371,11559879,11785949,11891417,11901323,12035340
360,ID,IDN,360,,,,Indonesia,-0.7893,113.9213,Indonesia,273523621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000,132000,149242,161959,245685,308003,373786,416299,502955,515681,574938,648259,717647,796819,865609,914303,923449,923449,985855,1066860,1248797,1362791,1362791,1475812,1494325,1578720,1658110,1747267,1787976,1787976,1956725,1956725,1956725,2059871,2188788,2315665,2449451,2598535,2690163,2690163,3023348,3386351,3386351,3528152,3528152,4022544,4022544,4022544,4837576,4991674,5108536,5440432,5480346,5739648,6185700,6581388,6787283,7346148,7835357,7879881,8226632,8226632,9330853,9745646,10412824,10425690,10425690,10766490,10766490,11674871,12226028,12292491,12292491,12292491,12649124,12649124,12649124,14071485,14071485,15081949,15081949,15602574,15602574,16008243,16008243,16008243,16692353,16692353,17024955,17275001,17275001,17920908,18322578,18322578,18570974,18842883,19230446,19561472,19890198,20068537,20068537,20172516,20172516,20701804,20701804,21367754,21367754,21666868,21993299,21993299
364,IR,IRN,364,,,,Iran,32.4279,53.688,Iran,83992953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,124193,319890,319890,462642,462642,462642,462642,462642,550131,621822,621822,667202,667202,667202,667202,667202,667202,938754,1002591,1068123,1068123,1068123,1068123,1314641,1314641,1314641,1314641,1485287,1485287,1485287
,,,,,,,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197914,197914,197914,197914,197914,197914,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377,298377
372,IE,IRL,372,,,,Ireland,53.1424,-7.6921,Ireland,4937796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,1800,1800,4000,4000,4000,15314,15314,15314,40000,40000,40000,77303,77303,77303,77303,94000,94000,94000,121900,121900,121900,121900,143000,143000,143000,161500,161500,161500,161500,199800,199800,199800,219200,219200,219200,219200,219200,219200,230766,240487,240487,243353,248284,256681,261073,265237,268551,271942,280581,293752,310900,326475,340704,350322,353971,359616,373280,391355,409529,426070,435895,439782,446474,460637,493873,493873,493873,493873,525768,536617,553161,570391,589512,606904,615934,617050,620580,632359,639586,654251,668529,675946,680015,690449,709348,732678,760168,786569,802502,806541,819676,840561,865460,865460,923878,923878,923878,940883,961887,1018264,1045919,1063666,1076216,1076216,1121003,1155599,1188354,1204063,1204063,1219487,1219487,1275828,1317165,1359921,1385753,1398061,1417942,1452434,1487043,1527844,1572779,1591888,1604644,1621870,1655866,1700538,1746912,1799190,1827610,1848747
376,IL,ISR,376,,,,Israel,31.0461,34.8516,Israel,8655541,0,0,0,0,0,0,57,7372,32132,76489,138690,211350,249348,281382,384749,517767,671742,822223,978969,1049550,1120504,1267673,1407441,1530450,1631232,1744989,1810335,1854295,1897155,1936514,1995324,2102332,2225416,2290964,2345610,2496408,2683449,2890849,3108676,3340042,3448021,3540850,3748418,3966005,4167899,4368783,4577354,4678039,4754703,4886655,5003511,5103657,5211303,5339074,5401163,5443401,5562007,5562007,5697848,5831820,6012294,6162271,6196410,6281910,6442239,6599799,6758861,6879246,7078074,7132468,7132468,7357822,7535543,7683753,7808190,7924356,7957787,8003049,8092725,8211997,8315288,8436312,8555933,8564190,8645523,8749514,8749514,8749514,9072077,9179072,9211169,9257019,9374827,9491511,9502677,9560280,9631315,9654277,9686464,9739025,9780097,9799990,9859591,9904316,9917758,9927583,9934359,9970269,10000972,10030015,10055840,10057609,10071823,10071823,10139337,10139337,10139337,10216678,10224921,10231864,10256698,10279751,10290033,10298554,10300501,10307583,10312947,10327726,10341133,10354300,10354300,10379693,10383368,10385356,10401437,10464037,10468200,10481028,10494279,10497355,10500308,10458345,10467511,10475962,10482925,10489167,10489167,10493027,10501225,10508855
380,IT,ITA,380,,,,Italy,41.8719,12.5674,Italy,60461828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011,7981,8902,13514,38719,49745,88171,123211,191417,270748,335764,427359,522451,609181,669398,749847,830703,923462,1015319,1103007,1166663,1202575,1244187,1275975,1305260,1339591,1365196,1403426,1436963,1505052,1584274,1654139,1746497,1842454,1930919,1989789,2073004,2158227,2254321,2354838,2449614,2519320,2555524,2555524,2630102,2699495,2770302,2842172,2893718,2957514,2989748,3044535,3122631,3208254,3298713,3387947,3439703,3503767,3608645,3702079,3824331,3950725,4074575,4222695,4302717,4354008,4577257,4757890,4944619,5158820,5319432,5417678,5417678,5417678,6005183,6219849,6430266,6610347,6715732,6853263,7039518,7204358,7366138,7532035,7708889,7841399,8029789,8257565,8506277,8765085,9017095,9210893,9413886,9658927,9928663,10199283,10501841,10769413,10990307,11067216,11252066,11510905,11510905,12154857,12509898,12836046,13032996,13286783,13585908,13927650,14259835,14643764,14998378,15243980,15558775,15894532,16159147,16684215,17095530,17473753,17751562,18091401,18502829,18886925,19418615,19949067,20375913,20755863,21161899,21601607,22112154,22644364,23162051,23667315,24054000,24502646
38013,IT,ITA,380,,,Abruzzo,Italy,42.3512,13.3984,"Abruzzo, Italy",1311580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221302,225737,233483,240171,245243,245802,249565,254250,254250,268556,279568,288674,292191,299854,305505,311690,318785,325516,332092,337039,344043,352281,356113,365054,372642,380805,389456,400045,409002,418489,430624,442448,453024,463506,474789,486712,498050,511071,523362,533647,542871,552673
38017,IT,ITA,380,,,Basilicata,Italy,40.6395,15.8051,"Basilicata, Italy",562869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93353,95067,99397,101797,103631,104146,104598,105540,105540,108055,109287,110487,110891,113576,115530,117790,120940,124455,127772,131391,135940,139847,142589,148448,153723,158259,161253,165768,170490,175250,180118,185348,190098,194307,198976,203173,207552,212673,217374,222146,226916,231733
38018,IT,ITA,380,,,Calabria,Italy,38.906,16.5944,"Calabria, Italy",1947131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257977,262881,274977,283001,291859,293091,297094,300999,300999,317557,327898,339109,339109,343831,346586,364466,371902,381602,391943,397721,406187,413884,420438,434621,447214,465966,481664,491984,501759,514264,526180,541055,556872,570019,585113,601443,615020,628308,644197,662550,672177,685523
38015,IT,ITA,380,,,Campania,Italy,40.8396,14.2508,"Campania, Italy",5801692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830775,853351,877676,891513,912383,920148,932395,948571,948571,1017009,1047473,1075863,1093358,1116639,1143056,1170838,1204987,1239229,1275387,1302699,1333116,1365069,1385330,1429032,1461443,1498015,1528778,1562582,1594543,1630968,1672262,1714615,1761086,1804578,1842485,1892751,1944569,2019048,2061321,2117741,2160734,2196408
38008,IT,ITA,380,,,Emilia-Romagna,Italy,44.4944,11.3417,"Emilia-Romagna, Italy",4459477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846606,870704,893465,911420,925301,931452,944262,977066,977066,1032221,1081946,1102791,1116635,1135663,1159100,1187801,1216831,1245314,1275145,1292530,1306219,1325316,1345475,1391078,1420760,1449261,1471456,1499994,1529338,1557533,1605201,1642488,1671360,1696703,1724597,1752745,1781566,1819078,1853053,1883068,1907320,1941380
38006,IT,ITA,380,,,Friuli Venezia Giulia,Italy,45.6494,13.7681,"Friuli Venezia Giulia, Italy",1215220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223320,231489,237969,244556,248430,248431,251091,256965,256965,268484,278309,282278,284819,293665,300338,306897,310781,319213,325437,331595,340403,349766,354945,366865,375507,379278,384263,387895,398610,406053,412307,419388,426053,432511,440137,448529,458050,468255,477121,485479,491136,501252
38012,IT,ITA,380,,,Lazio,Italy,41.8928,12.4837,"Lazio, Italy",5879082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017771,1043108,1070832,1098238,1121926,1136965,1159808,1183466,1183466,1223302,1259898,1283531,1302573,1325998,1351569,1380442,1412171,1446762,1479139,1502789,1533269,1565697,1593287,1638894,1676347,1710744,1735654,1767425,1816342,1833896,1872611,1915472,1953824,1986777,2027756,2073059,2121743,2170866,2218571,2263847,2301821,2346352
38007,IT,ITA,380,,,Liguria,Italy,44.4115,8.9327,"Liguria, Italy",1550640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281255,293484,304650,316749,322816,323758,326205,336793,336793,361622,373889,382174,386472,397847,409899,422764,434446,445691,454035,456826,467769,481777,489937,512497,526064,530894,538859,547828,561741,575638,591224,614449,623203,626961,629057,634699,667491,682265,696244,705062,708262,719721
38003,IT,ITA,380,,,Lombardia,Italy,45.4668,9.1903,"Lombardia, Italy",10060574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577974,1612048,1663127,1705295,1740611,1746661,1775683,1813596,1813596,1922075,1973750,2022464,2054076,2080705,2153947,2203143,2244974,2307182,2353438,2390187,2452186,2521422,2570727,2668212,2742068,2815606,2866658,2936953,3045429,3141902,3257839,3375410,3470208,3553882,3639483,3727594,3815708,3905828,3998640,4083232,4152753,4239573
38011,IT,ITA,380,,,Marche,Italy,43.6168,13.5189,"Marche, Italy",1525271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261559,266100,276455,283471,291032,293778,300599,306240,306240,323605,334510,345601,350501,361350,370860,381426,391857,401848,413497,422395,432061,442783,449721,464030,475985,487897,496612,505738,515274,526043,539317,553221,562710,571617,581789,592714,604197,616885,629682,642074,650985,660422
38014,IT,ITA,380,,,Molise,Italy,41.5577,14.6592,"Molise, Italy",305617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62655,64357,67276,68593,70373,70539,71031,72146,72146,75763,78160,80686,81783,83043,84687,86463,88368,90843,92399,92956,94737,97047,98384,100471,102710,104657,105441,106845,108650,110001,112703,115600,118201,119102,121628,124249,125818,128716,131228,133058,136165,139357
38041,IT,ITA,380,,,P.A. Bolzano,Italy,46.4993,11.3566,"P.A. Bolzano, Italy",532318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105202,107095,109842,111846,112665,112665,112965,115368,115368,119916,119916,128419,131138,133447,135865,139362,143813,146868,152143,155272,157170,158711,161809,164940,169503,174602,177671,179229,181453,183906,186527,187996,187996,194440,196297,199768,203888,209108,215754,220168,224397,227412
38042,IT,ITA,380,,,P.A. Trento,Italy,46.0689,11.1212,"P.A. Trento, Italy",541418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93333,95745,98525,101078,102721,102733,102743,105543,105543,110924,113636,115846,117987,121156,124873,127743,130566,133685,135668,137522,140677,143604,146462,149707,152983,156113,157733,161517,164436,168037,172802,177293,182069,185304,189123,194318,199207,205193,210894,214952,217311,221131
38001,IT,ITA,380,,,Piemonte,Italy,45.0733,7.6807,"Piemonte, Italy",4356406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789487,809263,829501,850229,869342,877489,893501,913710,913710,959650,985693,1014067,1035049,1058649,1076767,1113980,1142115,1169790,1199056,1222139,1245028,1270090,1290172,1325860,1353646,1380622,1400907,1421760,1444905,1470516,1517743,1548913,1576712,1601704,1628362,1651320,1687285,1719132,1751290,1788950,1816238,1844750
38016,IT,ITA,380,,,Puglia,Italy,41.1256,16.8674,"Puglia, Italy",4029053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596025,609157,622324,633894,643152,647926,660820,674057,674057,704382,723206,748330,766211,794263,822255,854056,886565,920461,958259,982589,1012639,1034906,1050029,1082261,1111731,1140642,1153266,1181323,1207499,1229053,1253328,1285440,1312426,1335420,1369002,1404762,1443216,1480751,1526959,1578161,1611871,1650448
38020,IT,ITA,380,,,Sardegna,Italy,39.2153,9.1106,"Sardegna, Italy",1639591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228435,235501,247627,256749,261107,261140,263309,270990,270990,292467,307695,316881,322360,330459,338157,347216,358872,372986,382553,387749,398346,409540,419962,434107,446527,457209,461357,469478,477416,486654,497133,507159,515833,522067,531297,541980,552571,564419,577758,590012,596357,606007
38019,IT,ITA,380,,,Sicilia,Italy,38.1157,13.3624,"Sicilia, Italy",4999891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779857,791749,809067,823108,838109,844119,853327,866841,866841,899257,917264,945759,957960,980276,999737,1021278,1042872,1071415,1097940,1117805,1136950,1156429,1172498,1205388,1235387,1266890,1288228,1310361,1336257,1364595,1397431,1432704,1458156,1483293,1506957,1525776,1560298,1590022,1626345,1662657,1691515,1720160
38009,IT,ITA,380,,,Toscana,Italy,43.7692,11.2559,"Toscana, Italy",3729641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629726,658616,683290,714732,731896,741465,763052,785744,785744,845779,868907,882944,888777,891830,901073,919604,942339,971097,993875,1003764,1015018,1031839,1049391,1091841,1122398,1138640,1151154,1162134,1170949,1185870,1229642,1268664,1289048,1304306,1318381,1336091,1363946,1394746,1427132,1455160,1477745,1506427
38010,IT,ITA,380,,,Umbria,Italy,43.1068,12.3882,"Umbria, Italy",882015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141582,145470,149340,153659,155667,155821,160043,164826,164826,173809,178260,183527,193009,200218,207788,215762,220285,228436,235014,236932,241787,246673,250202,257693,264022,267371,271627,281067,287671,294414,299679,305978,311457,315320,320451,325974,332953,342182,351867,359820,365793,371967
38002,IT,ITA,380,,,Valle d'Aosta,Italy,45.7375,7.3201,"Valle d'Aosta, Italy",125666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22725,23277,24034,24906,25586,25766,26613,27352,27352,28837,29074,29475,29951,30205,30790,31719,32540,33136,33771,34284,35033,35920,36432,37878,38805,39513,40359,41052,42195,43415,44709,45540,46229,46873,47800,48782,50004,50908,51569,52493,53110,53855
38005,IT,ITA,380,,,Veneto,Italy,45.4349,12.3385,"Veneto, Italy",4905854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867744,905084,928984,954408,976457,983321,1003362,1030842,1030842,1101587,1121559,1157140,1178146,1194109,1207526,1223210,1243826,1268235,1289815,1307796,1330197,1351931,1375244,1415338,1446065,1470769,1489166,1510423,1538870,1570428,1619235,1669886,1709348,1747173,1788419,1835168,1879022,1924910,1971690,2013038,2048523,2086095
388,JM,JAM,388,,,,Jamaica,18.1096,-77.2975,Jamaica,2961161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12099,12099,16096,16096,16096,16096,16096,16096,16096,16096,16096,16096,33000,33000,33000,33000,33000,33000,33000,41901,41901,41901,41901,41901,47728,47728,47728,47728,47728,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473,135473
392,JP,JPN,392,,,,Japan,36.2048,138.2529,Japan,126476458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,486,5039,5039,5039,11934,11934,17888,21896,28530,28530,28530,31785,34772,37303,39174,46469,46469,46469,46469,46469,148950,181184,230542,230542,230542,290275,359191,437485,508702,578835,578835,578835,652698,699126,741180,775122,822869,822869,822869,890662,949731,1002739,1050112,1096698,1096698,1096698,1196884,1196884,1196884,1487606,1592517,1592517,1592517,1690592,1746181,1799048,1853729,1853729,1853729,1930111,2054880,2190413,2190413,2517045,2517045,2517045,2718090,3000510,3225464,3225464,3489719,3489719,3489719,3489719,3489719,3489719,3836845,4197463,4197463,4197463,4436325,4734029
400,JO,JOR,400,,,,Jordan,31.24,36.51,Jordan,10203140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,204151,204151,241868,241868,241868,241868,272648,272648,272648,320140,320140,320140,320140,320140,320140,320140,409203,409203,409203,409203,409203,409203,409203,409203,524533,524533,524533,524533,524533,524533,524533,665226,665226,665226,665226,665226,665226,665226,732052,732052,732052,732052,1324671,1324671,1324671,919922,919922,919922,919922,919922,1091048,1091048,1091048,1091048,1091048,1091048,1091048
398,KZ,KAZ,398,,,,Kazakhstan,48.0196,66.9237,Kazakhstan,18776707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,22294,87902,87902,87902,87902,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,109995,443974,443974,443974,443974,443974,443974,443974,856906,856906,856906,956101,956101,1001805,1001805,1001805,1133982,1317852,1317852,1559836,1559836,1559836,1559836,1769678,2025911,2025911,2025911,2158924,2158924,2158924
404,KE,KEN,404,,,,Kenya,-0.0236,37.9062,Kenya,53771300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,9144,9144,9144,20000,20000,20000,20000,20000,20000,20000,64100,64100,64100,64100,64100,64100,90340,161771,161771,161771,161771,161771,196435,196435,196435,340121,340121,340121,422021,422021,422021,422021,569244,569244,569244,651650,651650,651650,651650,750471,750471,750471,750471,750471,750471,750471,853081,853081,853081,853081,853081,853081,853081,853081,853081,853081,853081,853081
,,,,,,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10704,16132,16132,16132,16132,16132,16132,16132,22096,22096,22096,22096,22096,22096,22096,22096,22096,22096,22096,22096,22096,22096,22096
414,KW,KWT,414,,,,Kuwait,29.3117,47.4818,Kuwait,4270563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,137000,137000,137000,137000,137000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,360000,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,604861,860000,860000,860000,860000,860000,860000,860000,860000,860000,860000,860000,1000000,1000000,1000000,1000000,1000000,1367000,1367000,1440000,1440000,1440000,1440000,1440000
,,,,,,,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,27858,27858,27858,27858,27858,27858,27858,27858,27858,27858
418,LA,LAO,418,,,,Laos,19.8563,102.4955,Laos,7275556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,40732,135849,137026,137026,137026,137026,137026,137026,137026,184387,184387,184387,184387,184387,184387,184387,184387,184387,184387,184387,184387,184387,184387,184387
428,LV,LVA,428,,,,Latvia,56.8796,24.6032,Latvia,1886202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16795,17671,18441,18720,18933,18933,18933,19725,20573,21391,22170,23132,23440,23440,24960,26768,28385,29888,31375,31866,31989,31989,32603,32824,32824,34902,36349,37016,37063,37063,39299,40888,42127,43388,44323,44844,47567,49834,53975,57592,60732,61933,62065,64001,66244,70191,75955,80998,82042,82103,82103,82103,88466,91086,96017,97070,97104,100609,101142,101344,101678,102320,102320,102745,105081,110361,116477,121848,125634,126292,126394,128615,133230,138701,143106,143800,146752,146752,146752,146752,146752,170146,175400,177010,177010,180093,183599,190146,195767,201809,206418,208321,213282,220870,220870,240822,249816,254664,257586,262602,269532,282851,296683,307925,313990,317111,322217,328069,341783,360769,360769,378665,396312,407154
